	CouponNumber,	CouponUID
	055120555,	055120555
	055120562,	055120562
	055120579,	055120579
	055120586,	055120586
	055120593,	055120593
	055120609,	055120609
	055120616,	055120616
	055120623,	055120623
	055120630,	055120630
	055120647,	055120647
	055120654,	055120654
	055120661,	055120661
	055120678,	055120678
	055120685,	055120685
	055120692,	055120692
	055120708,	055120708
	055120715,	055120715
	055120722,	055120722
	055120739,	055120739
	055120746,	055120746
	055120753,	055120753
	055120760,	055120760
	055120777,	055120777
	055120784,	055120784
	055120791,	055120791
	055120807,	055120807
	055120814,	055120814
	055120821,	055120821
	055120838,	055120838
	055120845,	055120845
	055120852,	055120852
	055120869,	055120869
	055120876,	055120876
	055120883,	055120883
	055120890,	055120890
	055120906,	055120906
	055120913,	055120913
	055120920,	055120920
	055120937,	055120937
	055120944,	055120944
	055120951,	055120951
	055120968,	055120968
	055120975,	055120975
	055120982,	055120982
	055120999,	055120999
	055121002,	055121002
	055121019,	055121019
	055121026,	055121026
	055121033,	055121033
	055121040,	055121040
	055121057,	055121057
	055121064,	055121064
	055121071,	055121071
	055121088,	055121088
	055121095,	055121095
	055121101,	055121101
	055121118,	055121118
	055121125,	055121125
	055121132,	055121132
	055121149,	055121149
	055121156,	055121156
	055121163,	055121163
	055121170,	055121170
	055121187,	055121187
	055121194,	055121194
	055121200,	055121200
	055121217,	055121217
	055121224,	055121224
	055121231,	055121231
	055121248,	055121248
	055121255,	055121255
	055121262,	055121262
	055121279,	055121279
	055121286,	055121286
	055121293,	055121293
	055121309,	055121309
	055121316,	055121316
	055121323,	055121323
	055121330,	055121330
	055121347,	055121347
	055121354,	055121354
	055121361,	055121361
	055121378,	055121378
	055121385,	055121385
	055121392,	055121392
	055121408,	055121408
	055121415,	055121415
	055121422,	055121422
	055121439,	055121439
	055121446,	055121446
	055121453,	055121453
	055121460,	055121460
	055121477,	055121477
	055121484,	055121484
	055121491,	055121491
	055121507,	055121507
	055121514,	055121514
	055121521,	055121521
	055121538,	055121538
	055121545,	055121545
	055121552,	055121552
	055121569,	055121569
	055121576,	055121576
	055121583,	055121583
	055121590,	055121590
	055121606,	055121606
	055121613,	055121613
	055121620,	055121620
	055121637,	055121637
	055121644,	055121644
	055121651,	055121651
	055121668,	055121668
	055121675,	055121675
	055121682,	055121682
	055121699,	055121699
	055121705,	055121705
	055121712,	055121712
	055121729,	055121729
	055121736,	055121736
	055121743,	055121743
	055121750,	055121750
	055121767,	055121767
	055121774,	055121774
	055121781,	055121781
	055121798,	055121798
	055121804,	055121804
	055121811,	055121811
	055121828,	055121828
	055121835,	055121835
	055121842,	055121842
	055121859,	055121859
	055121866,	055121866
	055121873,	055121873
	055121880,	055121880
	055121897,	055121897
	055121903,	055121903
	055121910,	055121910
	055121927,	055121927
	055121934,	055121934
	055121941,	055121941
	055121958,	055121958
	055121965,	055121965
	055121972,	055121972
	055121989,	055121989
	055121996,	055121996
	055122009,	055122009
	055122016,	055122016
	055122023,	055122023
	055122030,	055122030
	055122047,	055122047
	055122054,	055122054
	055122061,	055122061
	055122078,	055122078
	055122085,	055122085
	055122092,	055122092
	055122108,	055122108
	055122115,	055122115
	055122122,	055122122
	055122139,	055122139
	055122146,	055122146
	055122153,	055122153
	055122160,	055122160
	055122177,	055122177
	055122184,	055122184
	055122191,	055122191
	055122207,	055122207
	055122214,	055122214
	055122221,	055122221
	055122238,	055122238
	055122245,	055122245
	055122252,	055122252
	055122269,	055122269
	055122276,	055122276
	055122283,	055122283
	055122290,	055122290
	055122306,	055122306
	055122313,	055122313
	055122320,	055122320
	055122337,	055122337
	055122344,	055122344
	055122351,	055122351
	055122368,	055122368
	055122375,	055122375
	055122382,	055122382
	055122399,	055122399
	055122405,	055122405
	055122412,	055122412
	055122429,	055122429
	055122436,	055122436
	055122443,	055122443
	055122450,	055122450
	055122467,	055122467
	055122474,	055122474
	055122481,	055122481
	055122498,	055122498
	055122504,	055122504
	055122511,	055122511
	055122528,	055122528
	055122535,	055122535
	055122542,	055122542
	055122559,	055122559
	055122566,	055122566
	055122573,	055122573
	055122580,	055122580
	055122597,	055122597
	055122603,	055122603
	055122610,	055122610
	055122627,	055122627
	055122634,	055122634
	055122641,	055122641
	055122658,	055122658
	055122665,	055122665
	055122672,	055122672
	055122689,	055122689
	055122696,	055122696
	055122702,	055122702
	055122719,	055122719
	055122726,	055122726
	055122733,	055122733
	055122740,	055122740
	055122757,	055122757
	055122764,	055122764
	055122771,	055122771
	055122788,	055122788
	055122795,	055122795
	055122801,	055122801
	055122818,	055122818
	055122825,	055122825
	055122832,	055122832
	055122849,	055122849
	055122856,	055122856
	055122863,	055122863
	055122870,	055122870
	055122887,	055122887
	055122894,	055122894
	055122900,	055122900
	055122917,	055122917
	055122924,	055122924
	055122931,	055122931
	055122948,	055122948
	055122955,	055122955
	055122962,	055122962
	055122979,	055122979
	055122986,	055122986
	055122993,	055122993
	055123006,	055123006
	055123013,	055123013
	055123020,	055123020
	055123037,	055123037
	055123044,	055123044
	055123051,	055123051
	055123068,	055123068
	055123075,	055123075
	055123082,	055123082
	055123099,	055123099
	055123105,	055123105
	055123112,	055123112
	055123129,	055123129
	055123136,	055123136
	055123143,	055123143
	055123150,	055123150
	055123167,	055123167
	055123174,	055123174
	055123181,	055123181
	055123198,	055123198
	055123204,	055123204
	055123211,	055123211
	055123228,	055123228
	055123235,	055123235
	055123242,	055123242
	055123259,	055123259
	055123266,	055123266
	055123273,	055123273
	055123280,	055123280
	055123297,	055123297
	055123303,	055123303
	055123310,	055123310
	055123327,	055123327
	055123334,	055123334
	055123341,	055123341
	055123358,	055123358
	055123365,	055123365
	055123372,	055123372
	055123389,	055123389
	055123396,	055123396
	055123402,	055123402
	055123419,	055123419
	055123426,	055123426
	055123433,	055123433
	055123440,	055123440
	055123457,	055123457
	055123464,	055123464
	055123471,	055123471
	055123488,	055123488
	055123495,	055123495
	055123501,	055123501
	055123518,	055123518
	055123525,	055123525
	055123532,	055123532
	055123549,	055123549
	055123556,	055123556
	055123563,	055123563
	055123570,	055123570
	055123587,	055123587
	055123594,	055123594
	055123600,	055123600
	055123617,	055123617
	055123624,	055123624
	055123631,	055123631
	055123648,	055123648
	055123655,	055123655
	055123662,	055123662
	055123679,	055123679
	055123686,	055123686
	055123693,	055123693
	055123709,	055123709
	055123716,	055123716
	055123723,	055123723
	055123730,	055123730
	055123747,	055123747
	055123754,	055123754
	055123761,	055123761
	055123778,	055123778
	055123785,	055123785
	055123792,	055123792
	055123808,	055123808
	055123815,	055123815
	055123822,	055123822
	055123839,	055123839
	055123846,	055123846
	055123853,	055123853
	055123860,	055123860
	055123877,	055123877
	055123884,	055123884
	055123891,	055123891
	055123907,	055123907
	055123914,	055123914
	055123921,	055123921
	055123938,	055123938
	055123945,	055123945
	055123952,	055123952
	055123969,	055123969
	055123976,	055123976
	055123983,	055123983
	055123990,	055123990
	055124003,	055124003
	055124010,	055124010
	055124027,	055124027
	055124034,	055124034
	055124041,	055124041
	055124058,	055124058
	055124065,	055124065
	055124072,	055124072
	055124089,	055124089
	055124096,	055124096
	055124102,	055124102
	055124119,	055124119
	055124126,	055124126
	055124133,	055124133
	055124140,	055124140
	055124157,	055124157
	055124164,	055124164
	055124171,	055124171
	055124188,	055124188
	055124195,	055124195
	055124201,	055124201
	055124218,	055124218
	055124225,	055124225
	055124232,	055124232
	055124249,	055124249
	055124256,	055124256
	055124263,	055124263
	055124270,	055124270
	055124287,	055124287
	055124294,	055124294
	055124300,	055124300
	055124317,	055124317
	055124324,	055124324
	055124331,	055124331
	055124348,	055124348
	055124355,	055124355
	055124362,	055124362
	055124379,	055124379
	055124386,	055124386
	055124393,	055124393
	055124409,	055124409
	055124416,	055124416
	055124423,	055124423
	055124430,	055124430
	055124447,	055124447
	055124454,	055124454
	055124461,	055124461
	055124478,	055124478
	055124485,	055124485
	055124492,	055124492
	055124508,	055124508
	055124515,	055124515
	055124522,	055124522
	055124539,	055124539
	055124546,	055124546
	055124553,	055124553
	055124560,	055124560
	055124577,	055124577
	055124584,	055124584
	055124591,	055124591
	055124607,	055124607
	055124614,	055124614
	055124621,	055124621
	055124638,	055124638
	055124645,	055124645
	055124652,	055124652
	055124669,	055124669
	055124676,	055124676
	055124683,	055124683
	055124690,	055124690
	055124706,	055124706
	055124713,	055124713
	055124720,	055124720
	055124737,	055124737
	055124744,	055124744
	055124751,	055124751
	055124768,	055124768
	055124775,	055124775
	055124782,	055124782
	055124799,	055124799
	055124805,	055124805
	055124812,	055124812
	055124829,	055124829
	055124836,	055124836
	055124843,	055124843
	055124850,	055124850
	055124867,	055124867
	055124874,	055124874
	055124881,	055124881
	055124898,	055124898
	055124904,	055124904
	055124911,	055124911
	055124928,	055124928
	055124935,	055124935
	055124942,	055124942
	055124959,	055124959
	055124966,	055124966
	055124973,	055124973
	055124980,	055124980
	055124997,	055124997
	055125000,	055125000
	055125017,	055125017
	055125024,	055125024
	055125031,	055125031
	055125048,	055125048
	055125055,	055125055
	055125062,	055125062
	055125079,	055125079
	055125086,	055125086
	055125093,	055125093
	055125109,	055125109
	055125116,	055125116
	055125123,	055125123
	055125130,	055125130
	055125147,	055125147
	055125154,	055125154
	055125161,	055125161
	055125178,	055125178
	055125185,	055125185
	055125192,	055125192
	055125208,	055125208
	055125215,	055125215
	055125222,	055125222
	055125239,	055125239
	055125246,	055125246
	055125253,	055125253
	055125260,	055125260
	055125277,	055125277
	055125284,	055125284
	055125291,	055125291
	055125307,	055125307
	055125314,	055125314
	055125321,	055125321
	055125338,	055125338
	055125345,	055125345
	055125352,	055125352
	055125369,	055125369
	055125376,	055125376
	055125383,	055125383
	055125390,	055125390
	055125406,	055125406
	055125413,	055125413
	055125420,	055125420
	055125437,	055125437
	055125444,	055125444
	055125451,	055125451
	055125468,	055125468
	055125475,	055125475
	055125482,	055125482
	055125499,	055125499
	055125505,	055125505
	055125512,	055125512
	055125529,	055125529
	055125536,	055125536
	055125543,	055125543
	055125550,	055125550
	055125567,	055125567
	055125574,	055125574
	055125581,	055125581
	055125598,	055125598
	055125604,	055125604
	055125611,	055125611
	055125628,	055125628
	055125635,	055125635
	055125642,	055125642
	055125659,	055125659
	055125666,	055125666
	055125673,	055125673
	055125680,	055125680
	055125697,	055125697
	055125703,	055125703
	055125710,	055125710
	055125727,	055125727
	055125734,	055125734
	055125741,	055125741
	055125758,	055125758
	055125765,	055125765
	055125772,	055125772
	055125789,	055125789
	055125796,	055125796
	055125802,	055125802
	055125819,	055125819
	055125826,	055125826
	055125833,	055125833
	055125840,	055125840
	055125857,	055125857
	055125864,	055125864
	055125871,	055125871
	055125888,	055125888
	055125895,	055125895
	055125901,	055125901
	055125918,	055125918
	055125925,	055125925
	055125932,	055125932
	055125949,	055125949
	055125956,	055125956
	055125963,	055125963
	055125970,	055125970
	055125987,	055125987
	055125994,	055125994
	055126007,	055126007
	055126014,	055126014
	055126021,	055126021
	055126038,	055126038
	055126045,	055126045
	055126052,	055126052
	055126069,	055126069
	055126076,	055126076
	055126083,	055126083
	055126090,	055126090
	055126106,	055126106
	055126113,	055126113
	055126120,	055126120
	055126137,	055126137
	055126144,	055126144
	055126151,	055126151
	055126168,	055126168
	055126175,	055126175
	055126182,	055126182
	055126199,	055126199
	055126205,	055126205
	055126212,	055126212
	055126229,	055126229
	055126236,	055126236
	055126243,	055126243
	055126250,	055126250
	055126267,	055126267
	055126274,	055126274
	055126281,	055126281
	055126298,	055126298
	055126304,	055126304
	055126311,	055126311
	055126328,	055126328
	055126335,	055126335
	055126342,	055126342
	055126359,	055126359
	055126366,	055126366
	055126373,	055126373
	055126380,	055126380
	055126397,	055126397
	055126403,	055126403
	055126410,	055126410
	055126427,	055126427
	055126434,	055126434
	055126441,	055126441
	055126458,	055126458
	055126465,	055126465
	055126472,	055126472
	055126489,	055126489
	055126496,	055126496
	055126502,	055126502
	055126519,	055126519
	055126526,	055126526
	055126533,	055126533
	055126540,	055126540
	055126557,	055126557
	055126564,	055126564
	055126571,	055126571
	055126588,	055126588
	055126595,	055126595
	055126601,	055126601
	055126618,	055126618
	055126625,	055126625
	055126632,	055126632
	055126649,	055126649
	055126656,	055126656
	055126663,	055126663
	055126670,	055126670
	055126687,	055126687
	055126694,	055126694
	055126700,	055126700
	055126717,	055126717
	055126724,	055126724
	055126731,	055126731
	055126748,	055126748
	055126755,	055126755
	055126762,	055126762
	055126779,	055126779
	055126786,	055126786
	055126793,	055126793
	055126809,	055126809
	055126816,	055126816
	055126823,	055126823
	055126830,	055126830
	055126847,	055126847
	055126854,	055126854
	055126861,	055126861
	055126878,	055126878
	055126885,	055126885
	055126892,	055126892
	055126908,	055126908
	055126915,	055126915
	055126922,	055126922
	055126939,	055126939
	055126946,	055126946
	055126953,	055126953
	055126960,	055126960
	055126977,	055126977
	055126984,	055126984
	055126991,	055126991
	055127004,	055127004
	055127011,	055127011
	055127028,	055127028
	055127035,	055127035
	055127042,	055127042
	055127059,	055127059
	055127066,	055127066
	055127073,	055127073
	055127080,	055127080
	055127097,	055127097
	055127103,	055127103
	055127110,	055127110
	055127127,	055127127
	055127134,	055127134
	055127141,	055127141
	055127158,	055127158
	055127165,	055127165
	055127172,	055127172
	055127189,	055127189
	055127196,	055127196
	055127202,	055127202
	055127219,	055127219
	055127226,	055127226
	055127233,	055127233
	055127240,	055127240
	055127257,	055127257
	055127264,	055127264
	055127271,	055127271
	055127288,	055127288
	055127295,	055127295
	055127301,	055127301
	055127318,	055127318
	055127325,	055127325
	055127332,	055127332
	055127349,	055127349
	055127356,	055127356
	055127363,	055127363
	055127370,	055127370
	055127387,	055127387
	055127394,	055127394
	055127400,	055127400
	055127417,	055127417
	055127424,	055127424
	055127431,	055127431
	055127448,	055127448
	055127455,	055127455
	055127462,	055127462
	055127479,	055127479
	055127486,	055127486
	055127493,	055127493
	055127509,	055127509
	055127516,	055127516
	055127523,	055127523
	055127530,	055127530
	055127547,	055127547
	055127554,	055127554
	055127561,	055127561
	055127578,	055127578
	055127585,	055127585
	055127592,	055127592
	055127608,	055127608
	055127615,	055127615
	055127622,	055127622
	055127639,	055127639
	055127646,	055127646
	055127653,	055127653
	055127660,	055127660
	055127677,	055127677
	055127684,	055127684
	055127691,	055127691
	055127707,	055127707
	055127714,	055127714
	055127721,	055127721
	055127738,	055127738
	055127745,	055127745
	055127752,	055127752
	055127769,	055127769
	055127776,	055127776
	055127783,	055127783
	055127790,	055127790
	055127806,	055127806
	055127813,	055127813
	055127820,	055127820
	055127837,	055127837
	055127844,	055127844
	055127851,	055127851
	055127868,	055127868
	055127875,	055127875
	055127882,	055127882
	055127899,	055127899
	055127905,	055127905
	055127912,	055127912
	055127929,	055127929
	055127936,	055127936
	055127943,	055127943
	055127950,	055127950
	055127967,	055127967
	055127974,	055127974
	055127981,	055127981
	055127998,	055127998
	055128001,	055128001
	055128018,	055128018
	055128025,	055128025
	055128032,	055128032
	055128049,	055128049
	055128056,	055128056
	055128063,	055128063
	055128070,	055128070
	055128087,	055128087
	055128094,	055128094
	055128100,	055128100
	055128117,	055128117
	055128124,	055128124
	055128131,	055128131
	055128148,	055128148
	055128155,	055128155
	055128162,	055128162
	055128179,	055128179
	055128186,	055128186
	055128193,	055128193
	055128209,	055128209
	055128216,	055128216
	055128223,	055128223
	055128230,	055128230
	055128247,	055128247
	055128254,	055128254
	055128261,	055128261
	055128278,	055128278
	055128285,	055128285
	055128292,	055128292
	055128308,	055128308
	055128315,	055128315
	055128322,	055128322
	055128339,	055128339
	055128346,	055128346
	055128353,	055128353
	055128360,	055128360
	055128377,	055128377
	055128384,	055128384
	055128391,	055128391
	055128407,	055128407
	055128414,	055128414
	055128421,	055128421
	055128438,	055128438
	055128445,	055128445
	055128452,	055128452
	055128469,	055128469
	055128476,	055128476
	055128483,	055128483
	055128490,	055128490
	055128506,	055128506
	055128513,	055128513
	055128520,	055128520
	055128537,	055128537
	055128544,	055128544
	055128551,	055128551
	055128568,	055128568
	055128575,	055128575
	055128582,	055128582
	055128599,	055128599
	055128605,	055128605
	055128612,	055128612
	055128629,	055128629
	055128636,	055128636
	055128643,	055128643
	055128650,	055128650
	055128667,	055128667
	055128674,	055128674
	055128681,	055128681
	055128698,	055128698
	055128704,	055128704
	055128711,	055128711
	055128728,	055128728
	055128735,	055128735
	055128742,	055128742
	055128759,	055128759
	055128766,	055128766
	055128773,	055128773
	055128780,	055128780
	055128797,	055128797
	055128803,	055128803
	055128810,	055128810
	055128827,	055128827
	055128834,	055128834
	055128841,	055128841
	055128858,	055128858
	055128865,	055128865
	055128872,	055128872
	055128889,	055128889
	055128896,	055128896
	055128902,	055128902
	055128919,	055128919
	055128926,	055128926
	055128933,	055128933
	055128940,	055128940
	055128957,	055128957
	055128964,	055128964
	055128971,	055128971
	055128988,	055128988
	055128995,	055128995
	055129008,	055129008
	055129015,	055129015
	055129022,	055129022
	055129039,	055129039
	055129046,	055129046
	055129053,	055129053
	055129060,	055129060
	055129077,	055129077
	055129084,	055129084
	055129091,	055129091
	055129107,	055129107
	055129114,	055129114
	055129121,	055129121
	055129138,	055129138
	055129145,	055129145
	055129152,	055129152
	055129169,	055129169
	055129176,	055129176
	055129183,	055129183
	055129190,	055129190
	055129206,	055129206
	055129213,	055129213
	055129220,	055129220
	055129237,	055129237
	055129244,	055129244
	055129251,	055129251
	055129268,	055129268
	055129275,	055129275
	055129282,	055129282
	055129299,	055129299
	055129305,	055129305
	055129312,	055129312
	055129329,	055129329
	055129336,	055129336
	055129343,	055129343
	055129350,	055129350
	055129367,	055129367
	055129374,	055129374
	055129381,	055129381
	055129398,	055129398
	055129404,	055129404
	055129411,	055129411
	055129428,	055129428
	055129435,	055129435
	055129442,	055129442
	055129459,	055129459
	055129466,	055129466
	055129473,	055129473
	055129480,	055129480
	055129497,	055129497
	055129503,	055129503
	055129510,	055129510
	055129527,	055129527
	055129534,	055129534
	055129541,	055129541
	055129558,	055129558
	055129565,	055129565
	055129572,	055129572
	055129589,	055129589
	055129596,	055129596
	055129602,	055129602
	055129619,	055129619
	055129626,	055129626
	055129633,	055129633
	055129640,	055129640
	055129657,	055129657
	055129664,	055129664
	055129671,	055129671
	055129688,	055129688
	055129695,	055129695
	055129701,	055129701
	055129718,	055129718
	055129725,	055129725
	055129732,	055129732
	055129749,	055129749
	055129756,	055129756
	055129763,	055129763
	055129770,	055129770
	055129787,	055129787
	055129794,	055129794
	055129800,	055129800
	055129817,	055129817
	055129824,	055129824
	055129831,	055129831
	055129848,	055129848
	055129855,	055129855
	055129862,	055129862
	055129879,	055129879
	055129886,	055129886
	055129893,	055129893
	055129909,	055129909
	055129916,	055129916
	055129923,	055129923
	055129930,	055129930
	055129947,	055129947
	055129954,	055129954
	055129961,	055129961
	055129978,	055129978
	055129985,	055129985
	055129992,	055129992
	055130004,	055130004
	055130011,	055130011
	055130028,	055130028
	055130035,	055130035
	055130042,	055130042
	055130059,	055130059
	055130066,	055130066
	055130073,	055130073
	055130080,	055130080
	055130097,	055130097
	055130103,	055130103
	055130110,	055130110
	055130127,	055130127
	055130134,	055130134
	055130141,	055130141
	055130158,	055130158
	055130165,	055130165
	055130172,	055130172
	055130189,	055130189
	055130196,	055130196
	055130202,	055130202
	055130219,	055130219
	055130226,	055130226
	055130233,	055130233
	055130240,	055130240
	055130257,	055130257
	055130264,	055130264
	055130271,	055130271
	055130288,	055130288
	055130295,	055130295
	055130301,	055130301
	055130318,	055130318
	055130325,	055130325
	055130332,	055130332
	055130349,	055130349
	055130356,	055130356
	055130363,	055130363
	055130370,	055130370
	055130387,	055130387
	055130394,	055130394
	055130400,	055130400
	055130417,	055130417
	055130424,	055130424
	055130431,	055130431
	055130448,	055130448
	055130455,	055130455
	055130462,	055130462
	055130479,	055130479
	055130486,	055130486
	055130493,	055130493
	055130509,	055130509
	055130516,	055130516
	055130523,	055130523
	055130530,	055130530
	055130547,	055130547
	055130554,	055130554
	055130561,	055130561
	055130578,	055130578
	055130585,	055130585
	055130592,	055130592
	055130608,	055130608
	055130615,	055130615
	055130622,	055130622
	055130639,	055130639
	055130646,	055130646
	055130653,	055130653
	055130660,	055130660
	055130677,	055130677
	055130684,	055130684
	055130691,	055130691
	055130707,	055130707
	055130714,	055130714
	055130721,	055130721
	055130738,	055130738
	055130745,	055130745
	055130752,	055130752
	055130769,	055130769
	055130776,	055130776
	055130783,	055130783
	055130790,	055130790
	055130806,	055130806
	055130813,	055130813
	055130820,	055130820
	055130837,	055130837
	055130844,	055130844
	055130851,	055130851
	055130868,	055130868
	055130875,	055130875
	055130882,	055130882
	055130899,	055130899
	055130905,	055130905
	055130912,	055130912
	055130929,	055130929
	055130936,	055130936
	055130943,	055130943
	055130950,	055130950
	055130967,	055130967
	055130974,	055130974
	055130981,	055130981
	055130998,	055130998
	055131001,	055131001
	055131018,	055131018
	055131025,	055131025
	055131032,	055131032
	055131049,	055131049
	055131056,	055131056
	055131063,	055131063
	055131070,	055131070
	055131087,	055131087
	055131094,	055131094
	055131100,	055131100
	055131117,	055131117
	055131124,	055131124
	055131131,	055131131
	055131148,	055131148
	055131155,	055131155
	055131162,	055131162
	055131179,	055131179
	055131186,	055131186
	055131193,	055131193
	055131209,	055131209
	055131216,	055131216
	055131223,	055131223
	055131230,	055131230
	055131247,	055131247
	055131254,	055131254
	055131261,	055131261
	055131278,	055131278
	055131285,	055131285
	055131292,	055131292
	055131308,	055131308
	055131315,	055131315
	055131322,	055131322
	055131339,	055131339
	055131346,	055131346
	055131353,	055131353
	055131360,	055131360
	055131377,	055131377
	055131384,	055131384
	055131391,	055131391
	055131407,	055131407
	055131414,	055131414
	055131421,	055131421
	055131438,	055131438
	055131445,	055131445
	055131452,	055131452
	055131469,	055131469
	055131476,	055131476
	055131483,	055131483
	055131490,	055131490
	055131506,	055131506
	055131513,	055131513
	055131520,	055131520
	055131537,	055131537
	055131544,	055131544
	055131551,	055131551
	055131568,	055131568
	055131575,	055131575
	055131582,	055131582
	055131599,	055131599
	055131605,	055131605
	055131612,	055131612
	055131629,	055131629
	055131636,	055131636
	055131643,	055131643
	055131650,	055131650
	055131667,	055131667
	055131674,	055131674
	055131681,	055131681
	055131698,	055131698
	055131704,	055131704
	055131711,	055131711
	055131728,	055131728
	055131735,	055131735
	055131742,	055131742
	055131759,	055131759
	055131766,	055131766
	055131773,	055131773
	055131780,	055131780
	055131797,	055131797
	055131803,	055131803
	055131810,	055131810
	055131827,	055131827
	055131834,	055131834
	055131841,	055131841
	055131858,	055131858
	055131865,	055131865
	055131872,	055131872
	055131889,	055131889
	055131896,	055131896
	055131902,	055131902
	055131919,	055131919
	055131926,	055131926
	055131933,	055131933
	055131940,	055131940
	055131957,	055131957
	055131964,	055131964
	055131971,	055131971
	055131988,	055131988
	055131995,	055131995
	055132008,	055132008
	055132015,	055132015
	055132022,	055132022
	055132039,	055132039
	055132046,	055132046
	055132053,	055132053
	055132060,	055132060
	055132077,	055132077
	055132084,	055132084
	055132091,	055132091
	055132107,	055132107
	055132114,	055132114
	055132121,	055132121
	055132138,	055132138
	055132145,	055132145
	055132152,	055132152
	055132169,	055132169
	055132176,	055132176
	055132183,	055132183
	055132190,	055132190
	055132206,	055132206
	055132213,	055132213
	055132220,	055132220
	055132237,	055132237
	055132244,	055132244
	055132251,	055132251
	055132268,	055132268
	055132275,	055132275
	055132282,	055132282
	055132299,	055132299
	055132305,	055132305
	055132312,	055132312
	055132329,	055132329
	055132336,	055132336
	055132343,	055132343
	055132350,	055132350
	055132367,	055132367
	055132374,	055132374
	055132381,	055132381
	055132398,	055132398
	055132404,	055132404
	055132411,	055132411
	055132428,	055132428
	055132435,	055132435
	055132442,	055132442
	055132459,	055132459
	055132466,	055132466
	055132473,	055132473
	055132480,	055132480
	055132497,	055132497
	055132503,	055132503
	055132510,	055132510
	055132527,	055132527
	055132534,	055132534
	055132541,	055132541
	055132558,	055132558
	055132565,	055132565
	055132572,	055132572
	055132589,	055132589
	055132596,	055132596
	055132602,	055132602
	055132619,	055132619
	055132626,	055132626
	055132633,	055132633
	055132640,	055132640
	055132657,	055132657
	055132664,	055132664
	055132671,	055132671
	055132688,	055132688
	055132695,	055132695
	055132701,	055132701
	055132718,	055132718
	055132725,	055132725
	055132732,	055132732
	055132749,	055132749
	055132756,	055132756
	055132763,	055132763
	055132770,	055132770
	055132787,	055132787
	055132794,	055132794
	055132800,	055132800
	055132817,	055132817
	055132824,	055132824
	055132831,	055132831
	055132848,	055132848
	055132855,	055132855
	055132862,	055132862
	055132879,	055132879
	055132886,	055132886
	055132893,	055132893
	055132909,	055132909
	055132916,	055132916
	055132923,	055132923
	055132930,	055132930
	055132947,	055132947
	055132954,	055132954
	055132961,	055132961
	055132978,	055132978
	055132985,	055132985
	055132992,	055132992
	055133005,	055133005
	055133012,	055133012
	055133029,	055133029
	055133036,	055133036
	055133043,	055133043
	055133050,	055133050
	055133067,	055133067
	055133074,	055133074
	055133081,	055133081
	055133098,	055133098
	055133104,	055133104
	055133111,	055133111
	055133128,	055133128
	055133135,	055133135
	055133142,	055133142
	055133159,	055133159
	055133166,	055133166
	055133173,	055133173
	055133180,	055133180
	055133197,	055133197
	055133203,	055133203
	055133210,	055133210
	055133227,	055133227
	055133234,	055133234
	055133241,	055133241
	055133258,	055133258
	055133265,	055133265
	055133272,	055133272
	055133289,	055133289
	055133296,	055133296
	055133302,	055133302
	055133319,	055133319
	055133326,	055133326
	055133333,	055133333
	055133340,	055133340
	055133357,	055133357
	055133364,	055133364
	055133371,	055133371
	055133388,	055133388
	055133395,	055133395
	055133401,	055133401
	055133418,	055133418
	055133425,	055133425
	055133432,	055133432
	055133449,	055133449
	055133456,	055133456
	055133463,	055133463
	055133470,	055133470
	055133487,	055133487
	055133494,	055133494
	055133500,	055133500
	055133517,	055133517
	055133524,	055133524
	055133531,	055133531
	055133548,	055133548
	055133555,	055133555
	055133562,	055133562
	055133579,	055133579
	055133586,	055133586
	055133593,	055133593
	055133609,	055133609
	055133616,	055133616
	055133623,	055133623
	055133630,	055133630
	055133647,	055133647
	055133654,	055133654
	055133661,	055133661
	055133678,	055133678
	055133685,	055133685
	055133692,	055133692
	055133708,	055133708
	055133715,	055133715
	055133722,	055133722
	055133739,	055133739
	055133746,	055133746
	055133753,	055133753
	055133760,	055133760
	055133777,	055133777
	055133784,	055133784
	055133791,	055133791
	055133807,	055133807
	055133814,	055133814
	055133821,	055133821
	055133838,	055133838
	055133845,	055133845
	055133852,	055133852
	055133869,	055133869
	055133876,	055133876
	055133883,	055133883
	055133890,	055133890
	055133906,	055133906
	055133913,	055133913
	055133920,	055133920
	055133937,	055133937
	055133944,	055133944
	055133951,	055133951
	055133968,	055133968
	055133975,	055133975
	055133982,	055133982
	055133999,	055133999
	055134002,	055134002
	055134019,	055134019
	055134026,	055134026
	055134033,	055134033
	055134040,	055134040
	055134057,	055134057
	055134064,	055134064
	055134071,	055134071
	055134088,	055134088
	055134095,	055134095
	055134101,	055134101
	055134118,	055134118
	055134125,	055134125
	055134132,	055134132
	055134149,	055134149
	055134156,	055134156
	055134163,	055134163
	055134170,	055134170
	055134187,	055134187
	055134194,	055134194
	055134200,	055134200
	055134217,	055134217
	055134224,	055134224
	055134231,	055134231
	055134248,	055134248
	055134255,	055134255
	055134262,	055134262
	055134279,	055134279
	055134286,	055134286
	055134293,	055134293
	055134309,	055134309
	055134316,	055134316
	055134323,	055134323
	055134330,	055134330
	055134347,	055134347
	055134354,	055134354
	055134361,	055134361
	055134378,	055134378
	055134385,	055134385
	055134392,	055134392
	055134408,	055134408
	055134415,	055134415
	055134422,	055134422
	055134439,	055134439
	055134446,	055134446
	055134453,	055134453
	055134460,	055134460
	055134477,	055134477
	055134484,	055134484
	055134491,	055134491
	055134507,	055134507
	055134514,	055134514
	055134521,	055134521
